pais,_id,anio_aprobacion,sector_institucional,descripcion_proyecto,monto_bruto_usd,origen
Nicaragua,993,1980,Sector Público,Construcción de las Obras de Interconexión Entre la República de Nicaragua y la República de Costa Rica,1500000.0,prestamos_sector_publico
Nicaragua,994,1968,Sector Público,Financiamiento Parcial de la  Pavimentación de la Carretera San Benito - Rama,4000000.0,prestamos_sector_publico
Honduras,995,1974,Sector Público,Elaboración de los Estudios Finales de Ingeniería Planos Especificaciones y Documentos de Licitación para la Construcción y Equipamiento de Tres Plantas de Almacenamiento de Granos a Localizarse en Danlí Juticalpa y Tocoa,75000.0,prestamos_sector_publico
Honduras,996,2005,Sector Público,Programa de Desarrollo Integral Sostenible Corredor del Quetzal,5000000.0,prestamos_sector_publico
Nicaragua,997,2011,Sector Público,IV Proyecto de Rehabilitación y Mantenimiento de Carreteras,50000000.0,prestamos_sector_publico
Honduras,998,1990,Sector Público,Adquisición Instalación e Interconexión de una Central de Conmutación Digital con su Correspondiente Planta Externa para la Zona de Miraflores,14600000.0,prestamos_sector_publico
Honduras,999,1988,Sector Público,II Etapa de la Campaña del Control de la Sigatoka Negra y Otras Enfermedades y Plagas del Plátano,9000000.0,prestamos_sector_publico
Nicaragua,1000,1995,Sector Público,LC - Banco Central de Nicaragua,3000000.0,prestamos_sector_publico
Honduras,1001,1990,Sector Público,LC - Banco Central de Honduras,2000000.0,prestamos_sector_publico
Nicaragua,1002,1981,Sector Público,Construcción (Sin Pavimento) y Supervisión de la III Etapa de la Carretera Acoyapa - San Carlos,17500000.0,prestamos_sector_publico
República Dominicana,1003,2021,Sector Público,OPD para apoyar acciones de política y resultados de desarrollo - Cambio Climático - Apoyo a la transición del Sector Energético ante el cambio climático,50000000.0,prestamos_sector_publico
Guatemala,1004,2000,Sector Público,Programa de Fondo de Inversión Social,50000000.0,prestamos_sector_publico
Nicaragua,1005,2009,Sector Público,Línea Para Gestión de Liquidez-BCN,200000000.0,prestamos_sector_publico
Nicaragua,1006,1967,Sector Público,Mejoramiento y Ampliación el Servicio de Distribución de Energía Eléctrica todo el País Mediante la Compra de Equipo de Distribución de Energía Eléctrica y de Transporte Especial para Operación y Aditamentos,481000.0,prestamos_sector_publico
Panamá,1007,2007,Sector Público,Incremento LGC - Banco Internacional de Costa Rica  S.A. (BICSA),19000000.0,prestamos_sector_publico
El Salvador,1008,2025,Sector Público,Incremento de LCR para Entidades Públicas Descentralizadas No. 2310 a cargo de FOVIAL,150000000.0,prestamos_sector_publico
Honduras,1009,2017,Sector Público,Proyecto Construcción del Corredor Logístico Villa de San Antonio-Goascorán  Secciones II y III,86834740.0,prestamos_sector_publico
Nicaragua,1010,2012,Sector Público,Proyecto Reemplazo y Equipamiento del Hospital Carlos Roberto Huembes,102874502.32,prestamos_sector_publico
Nicaragua,1011,1974,Sector Público,Elaboración de los Estudios de Ingeniería y Anteproyecto Arquitectónico del Parque Industrial las Mercedes (Pilam),60000.0,prestamos_sector_publico
Nicaragua,1012,1990,Sector Público,LC - Banco Central de Nicaragua,2000000.0,prestamos_sector_publico
Honduras,1013,1993,Sector Público,Programa de Mejoramiento en el Municipio del Distrito Central República de Honduras,20000000.0,prestamos_sector_publico
Honduras,1014,1992,Sector Público,Proyecto Adquisición del Sistema de Excitación y Regulación de Voltaje de la Planta Hidroeléctrica Río Lindo Así Como el Montaje del Mismo,1672000.0,prestamos_sector_publico
Honduras,1015,1988,Sector Público,Adquisición Instalación e Interconexión de una Central de Conmutación Digital con su Correspondiente Planta Externa para la Ciudad de el Progreso Yoro,5800000.0,prestamos_sector_publico
El Salvador,1016,2010,Sector Público,Proyecto Apertura Boulevard Diego de Holguín Santa Tecla Tramo II,18340000.0,prestamos_sector_publico
Nicaragua,1017,1982,Sector Público,LC - Rehabilitación de varias empresas propiedad del Gobierno de Nicaragua,2000000.0,prestamos_sector_publico
Honduras,1018,1964,Sector Público,Financiar los Estudios de Factibilidad del Programa de Almacenamiento y Conservación de Granos Básicos (Maíz Arroz Frijoles y Sorgo),60000.0,prestamos_sector_publico
Nicaragua,1019,1970,Sector Público,Reconstrucción y Ampliación de la Red de Distribución Eléctrica Propiedad de la Municipalidad de Masaya,286000.0,prestamos_sector_publico
Honduras,1020,2002,Sector Público,Proyecto Electrificación de Puerto Lempira,312285.0,prestamos_sector_publico
Nicaragua,1021,1964,Sector Público,Financiar los Estudios de Viabilidad del Programa de Carreteras de Acceso en la Zona de Matagalpa Boaco y Chontales Proyecto Nestlé Infonac,576000.0,prestamos_sector_publico
Honduras,1022,1981,Sector Público,LC - Banco Nacional de Desarrollo Agrícola,869350.0,prestamos_sector_publico
Honduras,1023,1993,Sector Público,Adquisición e Instalación de Señales Viales en Carrteras Pavimentadas Principales y en Vías Urbanas de Ciudades Importantes de la República de Honduras,9300000.0,prestamos_sector_publico
Nicaragua,1024,1974,Sector Público,Completar el Costo de Construcción y Supervisión de la Carretera San Benitosébaco Incluyendo la Construcción del Desvío a la Ciudad Darío,3150000.0,prestamos_sector_publico
Nicaragua,1025,2006,Sector Público,Préstamo - Banco Central de Nicaragua,150000000.0,prestamos_sector_publico
Honduras,1026,2021,Sector Público,Línea de crédito para financiar capital de trabajo en consecuencia de los efectos de la Pandemia del COVID19 en COCESNA.,5000000.0,prestamos_sector_publico
Honduras,1027,1986,Sector Público,LC - Banco Central de Honduras,3000000.0,prestamos_sector_publico
Honduras,1028,1975,Sector Público,Costo de los Materiales a Adquirirse para el Proyecto de Mejoramiento y Expansión de los Sistemas de Distribución de Energía Eléctrica del Prestatario,8300000.0,prestamos_sector_publico
Nicaragua,1029,2021,Sector Público,Programa de Ampliación del Sistema de Transmisión Eléctrica en Nicaragua,40100000.0,prestamos_sector_publico
Panamá,1030,2005,Sector Público,LGC - Banco Internacional de Costa Rica  S.A. (BICSA),20000000.0,prestamos_sector_publico
Nicaragua,1031,1975,Sector Público,LC - Instituto de Fomento Nacional,864000.0,prestamos_sector_publico
Honduras,1032,2020,Sector Público,Programa de Emergencia de Apoyo y Preparación ante el COVID-19 y de Reactivación Económica,50000000.0,prestamos_sector_publico
Honduras,1033,2004,Sector Público,Proyecto Planta Desalinizadora y Potabilizadora de Amapala,750000.0,prestamos_sector_publico
Nicaragua,1034,1977,Sector Público,Programa para la Erradicación de la Roya del Cafeto,500000.0,prestamos_sector_publico
Nicaragua,1035,1975,Sector Público,Fondos Destinados Exclusivamente a Terminar la Pavimentación de la Carretera San Benitorama,1240000.0,prestamos_sector_publico
Honduras,1036,2005,Sector Público,Préstamo - República de Honduras - Proyecto de Infraestructura Rural (PIR),15000000.0,prestamos_sector_publico
Honduras,1037,2012,Sector Público,Renovación de Infraestructura (Equipos y Sistemas) para el Nuevo Formato de Plan de Vuelo Adquisición e Instalación de un Radar Secundario en el Sitio las Nubes en Nicaragua y Sistema de Comunicación Hf,15005222.09,prestamos_sector_publico
Honduras,1038,1986,Sector Público,Proyecto Mejoramiento de los Servicios de la Navegación Aérea en Centroamérica,6400000.0,prestamos_sector_publico
Nicaragua,1039,2002,Sector Público, Proyecto Estabilización del Camino Santa Clara - Susucayán - El Jícaro,3756260.5000000005,prestamos_sector_publico
Nicaragua,1040,1975,Sector Público,Construcción Sin Incluir Costo de Supervisión e Imprevistos de la Sección 1 de la Carretera Acoyapa - San Carlos,5450000.0,prestamos_sector_publico
Honduras,1041,1979,Sector Público,Financiar los Estudios de Factibilidad Técnicaeconómica de los Aeropuertos en las Islas de Guanaja y Utila y los Estudios de Ingeniería del Diseño Final,325000.0,prestamos_sector_publico
Honduras,1042,2012,Sector Público,Proyecto Construcción del Corredor Logístico Villa de San Antonio Goascorán Sección II y III,76060000.0,prestamos_sector_publico
Nicaragua,1043,2018,Sector Público,VIII Programa de Mejoramiento y Ampliación de Carreteras,176654696.0,prestamos_sector_publico
Honduras,1044,1991,Sector Público,Construcción de la Carretera San Pedro Sulapuerto Cortés,33000000.0,prestamos_sector_publico
Honduras,1045,1990,Sector Público,LC - Banco Central de Honduras,2000000.0,prestamos_sector_publico
Nicaragua,1046,2006,Sector Público,Proyecto Mejoramiento de la Red Relevante de Caminos Alimentadores de la Carretera Acoyapa  San Carlos - Frontera con Costa Rica,9500000.0,prestamos_sector_publico
Nicaragua,1047,1978,Sector Público,Estudio de Factibilidad Puerto Cabezas,750000.0,prestamos_sector_publico
Nicaragua,1048,2020,Sector Público,Programa Nacional de Construcción de Viviendas de Interés Social,171653400.0,prestamos_sector_publico
República Dominicana,1049,2021,Sector Público,OPD para apoyar acciones de política y resultados de desarrollo - Energía - Impulso a la Reforma del Sector Energético ,250000000.0,prestamos_sector_publico
Honduras,1050,1965,Sector Público,Estudios Preliminares de Ingeniería y Factibilidad Económica de la Carretera Entre la Ciudad de Juticalpa y Puerto Castilla Pasando por San Francisco de la Paz Gualaco San Esteban y Corocito con una Longitud Total de 246Kms,150500.0,prestamos_sector_publico
Nicaragua,1051,2016,Sector Público,Proyecto Mejoramiento de la Carretera Muy Muy-Matiguás-Río Blanco,58700000.0,prestamos_sector_publico
Nicaragua,1052,1969,Sector Público,Estudios de Ingeniería de las Carreteras de Acoyapa - San Carlos y Tuma - Siuna Ambas de la República de Nicaragua,660000.0,prestamos_sector_publico
Guatemala,1053,2005,Sector Público,Programa Multisectorial de Fortalecimiento de la Inversión,400000000.0,prestamos_sector_publico
Nicaragua,1054,1980,Sector Público,Estudios viales de Nicaragua (Managua-Leon; Leon-Chinandega-Corinto; Managua Montefresco-Las Conchitas; Y Sibaco-Matagalpa-Jinotega),1125000.0,prestamos_sector_publico
Nicaragua,1055,2016,Sector Público,Proyecto Subestación Central Managua,6736817.2,prestamos_sector_publico
Nicaragua,1056,1995,Sector Público,Proyecto Zona Franca Industrial las Mercedes  III Etapa,10100000.0,prestamos_sector_publico
Nicaragua,1057,1994,Sector Público,Proyecto Comercialización de Granos Básicos,4000000.0,prestamos_sector_publico
Nicaragua,1058,1970,Sector Público,Compra de títulos hipotecarios al Banco de la Vivienda de Nicaragua,5000000.0,prestamos_sector_publico
Nicaragua,1059,1975,Sector Público,Costo de los Estudios de Ingeniería Diseños Planos de Construcción Documentos de Licitación y de Contratación para la Construcción de la Carretera Litoral Sur,600000.0,prestamos_sector_publico
Nicaragua,1060,1970,Sector Público,Financiar los Costos de Ingeniería y Construcción y la Adquisición de Equipos Necesarios para el Complejo Portuario Ciudad Ramael Bluff en la Costa Atlántica de Nicaragua,3115000.0,prestamos_sector_publico
Guatemala,1061,1987,Sector Público,Rehabilitación de la Carretera CA-2 Oriente Tramo Taxisco - Ciudad Pedro de Alvarado (Frontera con El Salvador) de la República de Guatemala,6330000.0,prestamos_sector_publico
Nicaragua,1062,1993,Sector Público,LC - Banco Central de Nicaragua,5000000.0,prestamos_sector_publico
Honduras,1063,1975,Sector Público,Construcción de Diques a los Ríos Piedras Santa Ana o Bermejo Sauce y Blanco o Zapotal en la Ciudad de San Pedro Sula,4500000.0,prestamos_sector_publico
Nicaragua,1064,1991,Sector Público,LC - Banco Central de Nicaragua,3000000.0,prestamos_sector_publico
Nicaragua,1065,1966,Sector Público,Financiar los Estudios de Factibilidad del Programa de Carreteras de Sébaco - San Benito y Circunvalación de Managua (CA1),77790.0,prestamos_sector_publico
Nicaragua,1066,1969,Sector Público,Compra de los bonos hipotecarios para Financiar Viviendas Conforme al Programa de Vivienda Media del Banco Centroamericano.,400000.0,prestamos_sector_publico
Honduras,1067,1983,Sector Público,Proyecto Correspondiente a la III Etapa de la Red Regional de Telecomunicaciones,5700000.0,prestamos_sector_publico
Honduras,1068,2010,Sector Público,Programa de Electrificación Social etapa ESSE-FN-2008,30000000.0,prestamos_sector_publico
Nicaragua,1069,1989,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Nicaragua,1070,1972,Sector Público,Estudios Carreteras Managua-Masaya; Litoral Sur Y Masaya-Catarina-El Guanacaste; Masatepe-San Marcos Y San Marcos-Ticuantepe.,490000.0,prestamos_sector_publico
Honduras,1071,1992,Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,20000000.0,prestamos_sector_publico
Honduras,1072,1977,Sector Público,Proyecto para el Control de Inundaciones en la Ciudad de San Pedro Sula que Comprende el Dragado y Protección de Taludes de los Ríos Piedras Santa Ana o Bermejo Sauce y Blanco y de las Quebradas Santa Anita y la Guama,2500000.0,prestamos_sector_publico
República Dominicana,1073,2022,Sector Público,OPD para apoyar acciones de política y resultados de desarrollo,100000000.0,prestamos_sector_publico
Nicaragua,1074,1982,Sector Público,Proyecto de Viviendas y Lotes Urbanizados de Interés Social en el Lugar Denominado Batahola en la Ciudad de Managua.,1000000.0,prestamos_sector_publico
Nicaragua,1075,1967,Sector Público,Construcción de la Carretera Portezuelo - Las Mercedes (CA1),1610000.0,prestamos_sector_publico
Nicaragua,1076,1970,Sector Público,Adquisición por el Prestatario de Acciones de Capital Social de la Firma Textiles Fabricato de Nicaragua S.A. (Fabritex) que se Dedica a la Fabricación de Tejidos Planos de Algodón y Mezclas con Fibras Sintéticas.,200000.0,prestamos_sector_publico
Nicaragua,1077,2008,Sector Público,Préstamo - Rehabilitación y Pavimentación de las Carreteras Nejapa-Izapa-Puerto Sandino y La Paz Centro-Malpaisillo-Villa 15 de Julio,130000000.0,prestamos_sector_publico
Nicaragua,1078,1992,Sector Público,Adquisición de Bienes y Servicios Relacionados con la Ejecución del Proyecto Digitalización de la Red Atlántico Sur,5800000.0,prestamos_sector_publico
Honduras,1079,2006,Sector Público,Programa de Equipamiento General del Sector Salud,50000000.05,prestamos_sector_publico
Honduras,1080,2012,Sector Público,Programa de Desarrollo Agrícola Bajo Riego (PDABR),52032754.0,prestamos_sector_publico
Honduras,1081,1993,Sector Público,Programa Producción en Colegios Vocacionales de Honduras,2500000.0,prestamos_sector_publico
Nicaragua,1082,2005,Sector Público,Proyecto Programa de Atención Integral a la Niñez Nicaragüense,5000000.0,prestamos_sector_publico
Nicaragua,1083,1982,Sector Público,Construcción y Equipamiento de Cuatro Talleres Garajes para el Mantenimiento de las Unidades del Transporte Urbano de la Ciudad de Managua,12200000.0,prestamos_sector_publico
Honduras,1084,1982,Sector Público,Proyecto de Transmisión Tegucigalpa - Danlí,3300000.0,prestamos_sector_publico
Honduras,1085,2012,Sector Público,Proyecto Construcción del Corredor Logístico Villa de San Antonio-Goascorán Sección II y III - (Garantía),18940000.0,prestamos_sector_publico
Honduras,1086,2011,Sector Público,Proyecto Social de Inclusión a la Educación Superior,5100000.0,prestamos_sector_publico
Honduras,1087,2002,Sector Público,Proyecto Modernización del Riego en Micro Cuencas del Oeste del Valle de Comayagua (Promorco),12800000.0,prestamos_sector_publico
Nicaragua,1088,2014,Sector Público,Proyecto Mejoramiento de Caminos Rurales y Carreteras con Conexión al Caribe Nicaragüense,149250000.0,prestamos_sector_publico
Nicaragua,1089,2004,Sector Público,Programa de Electrificación Rural en Zonas Productivas del Área Concesionada,4750000.0,prestamos_sector_publico
Panamá,1090,2019,Sector Público,LGC - Caja de Ahorros,100000000.0,prestamos_sector_publico
Honduras,1091,1975,Sector Público,Construcción a Nivel de Terracería Subbase Puentes y Estructura de Drenaje del Tramo la Ceiba - Jutiapa de la Ruta CA-13,3800000.0,prestamos_sector_publico
Nicaragua,1092,2020,Sector Público,Programa Nacional de Electrificación Sostenible y Energía Renovable para Nicaragua (PNESER) - Componente C,143000000.0,prestamos_sector_publico
Nicaragua,1093,1976,Sector Público,Financiar Parte de los Costos de Bienes y Servicios para la Construcción de una Zona Franca Industrial de Exportación a Localizarse Adyacente al Aeropuerto Internacional las Mercedes,3560000.0,prestamos_sector_publico
Guatemala,1094,2009,Sector Público,Apoyo Presupuestario en Concepto de la Implementación del Documento Personal de Identificación (DPI),115000000.0,prestamos_sector_publico
Nicaragua,1095,1992,Sector Público,LC - Banco Central de Nicaragua,3000000.0,prestamos_sector_publico
Nicaragua,1096,2006,Sector Público,Proyecto Construcción de la Central Hidroeléctrica Larreynaga,36718000.0,prestamos_sector_publico
Panamá,1097,2020,Sector Público,OPD en Respuesta a la Pandemia y Recuperación del Crecimiento en Panamá,250000000.0,prestamos_sector_publico
Nicaragua,1098,1980,Sector Público,Adquisición de Maquinaria y Equipos Repuestos Accesorios y Tela Plástica Acrílica del Proyecto Programa de Tabaco de Agroinra,2400000.0,prestamos_sector_publico
Nicaragua,1099,2017,Sector Público,Proyecto de Saneamiento de Bluefield,38804000.0,prestamos_sector_publico
Nicaragua,1100,1980,Sector Público,Financiar los Estudios de Investigación y Exploración de las Minas Bonanzas Rosita la Libertad Limón y Santa Rosa,2000000.0,prestamos_sector_publico
Guatemala,1101,2014,Sector Público,Apoyo a Proyectos de Inversión en Infraestructura Social y Productiva,250000000.0,prestamos_sector_publico
Nicaragua,1102,2017,Sector Público,Incremento Programa Nacional de Electrificación Sostenible y Energía Renovable para Nicaragua (PNESER) - Componente B,86500000.0,prestamos_sector_publico
Honduras,1103,1977,Sector Público,Construcción y Supervisión de las Obras para el Interconector de las Rutas Regionales CA5 y CA6 de la Ciudad de Tegucigalpa,3600000.0,prestamos_sector_publico
Nicaragua,1104,1992,Sector Público,Adquisición de Bienes y Servicios Relacionados con la Ejecución del Proyecto Mejoramiento y Ampliación del Sistema Telefónico de Managua,6650012.0,prestamos_sector_publico
Nicaragua,1105,1973,Sector Público,Primera Etapa de un Parque Industrial para la Relocalización de Pequeñas Industrias.,1320000.0,prestamos_sector_publico
Nicaragua,1106,1971,Sector Público,Financiar los Estudios Finales de Ingeniería del Tramo las Mercedes - San Benito de la Carretera Interamericana,70000.0,prestamos_sector_publico
Honduras,1107,1985,Sector Público,Adquisición de Bienes y Servicios de Origen Japonés para la Ampliación y Mejoramiento del Sistema de Telecomunicaciones de la Republica de Honduras,8800000.0,prestamos_sector_publico
Honduras,1108,2020,Sector Público,Proyecto de Ampliación del Sistema de Abastecimiento de Agua Potable en la Ciudad de Gracias  Departamento de Lempira,10800000.0,prestamos_sector_publico
Nicaragua,1109,2007,Sector Público,Proyecto Pavimentación de la Carretera San Ramón Muy-Muy,21710557.0,prestamos_sector_publico
Nicaragua,1110,1994,Sector Público,Financiar los Servicios de Consultoría de los Estudios Viales en Nicaragua Complementando el Monto del Préstamo No 642Fo,772478.0,prestamos_sector_publico
Honduras,1111,2015,Sector Público,Proyecto Rehabilitación de los Tramos Carreteros La Entrada-Copán Ruinas-El Florido y La Entrada-Santa Rosa de Copán,5500000.0,prestamos_sector_publico
Honduras,1112,1991,Sector Público,LC - Banco Central de Honduras,1000000.0,prestamos_sector_publico
República Dominicana,1113,2023,Sector Público,Construcción de las Obras Complementarias de Riego y Suministro de Agua de la Presa Montegrande,236926411.0,prestamos_sector_publico
Nicaragua,1114,1994,Sector Público,Proyecto Ampliación y Mejoramiento del Sistema Telefónico Región Noroccidental I Fase,12100000.0,prestamos_sector_publico
Nicaragua,1115,1990,Sector Público,LC - Banco Central de Nicaragua,18000000.0,prestamos_sector_publico
Nicaragua,1116,1973,Sector Público,Costo de un Estudio de Factibilidad para la Interconexión con el Sistema Eléctrico Nacional de Costa Rica Mediante la Construcción de una Línea de Alto Voltaje de una Longitud de 290 Kilometros,50000.0,prestamos_sector_publico
Nicaragua,1117,1973,Sector Público,Fondos Destinados al Programa Nacional del Cultivo del Marañón del Prestatario.,670257.0,prestamos_sector_publico
Honduras,1118,2021,Sector Público,Apoyo para implementación del Plan Nacional de introducción de vacuna contra COVID-19,35000000.0,prestamos_sector_publico
Honduras,1119,2005,Sector Público,Proyecto de Rehabilitación y Mejoramiento de la Carretera Puerto Cortés Frontera con Guatemala (CA13) Sección I,4600000.0,prestamos_sector_publico
Nicaragua,1120,2004,Sector Público,Proyecto Mejoras Localizadas sobre la Carretera Río Blanco - Siuna - Puerto Cabezas,5000000.0,prestamos_sector_publico
Honduras,1121,1989,Sector Público,Programa de Vivienda y Mejoramiento Urbano,20000000.0,prestamos_sector_publico
Honduras,1122,2012,Sector Público,Proyecto Construcción del Corredor Logístico Villa de San Antonio-Goascorán Secciones II y III - (Garantía),145000000.0,prestamos_sector_publico
Honduras,1123,2020,Sector Público,Línea para Apoyar la Gestión de Liquidez de BCH,200000000.0,prestamos_sector_publico
Nicaragua,1124,1969,Sector Público,Estudios Finales de Ingeniería de la Carretera Sébaco San Benito y Pista de Circunvalación de Managua,250000.0,prestamos_sector_publico
Nicaragua,1125,2022,Sector Público,Programa Temporal de Apoyo ante la Crisis de los Combustibles en Nicaragua,200000000.0,prestamos_sector_publico
Nicaragua,1126,2010,Sector Público,Proyecto de Construcción y Equipamiento del Hospital General de la Zona Occidental de Managua,42826951.0,prestamos_sector_publico
República Dominicana,1127,2021,Sector Público,Fortalecimiento del Financiamiento para el Sector Agropecuario con Enfoque Tecnológico y Sostenible,60000000.0,prestamos_sector_publico
Nicaragua,1128,1970,Sector Público,Financiamiento Parcial de las Carreteras Ocotallas Manos (CA6) Puente Realfrontera con Honduras (CA3) y el Puente Sobre el Río Guasaule,733000.0,prestamos_sector_publico
Panamá,1129,2020,Sector Público,Vale Digital - Panamá Solidario Covid-19 (Fondo Ordinario),100000000.0,prestamos_sector_publico
Nicaragua,1130,1993,Sector Público,LC - Banco Central de Nicaragua,13265800.0,prestamos_sector_publico
Honduras,1131,1968,Sector Público,Financiar los Gastos de Flete Marítimo de las Unidades Generadoras Dieseleléctricas Adquiridas con los Fondos del Préstamo Original,72000.0,prestamos_sector_publico
Nicaragua,1132,2016,Sector Público,Programa de Sostenibilidad del Sector Eléctrico de Nicaragua,163500000.0,prestamos_sector_publico
Panamá,1133,2018,Sector Público,LGC - Banco Nacional de Panamá,100000000.0,prestamos_sector_publico
República Dominicana,1134,2013,Sector Público,Programa de Mejoramiento y Ampliación del Corredor Vial del Este,80200000.0,prestamos_sector_publico
Nicaragua,1135,1981,Sector Público,Proyecto de Campaña de Control y Combate de la Roya del Cafe,4800000.0,prestamos_sector_publico
Nicaragua,1136,2024,Sector Público,Programa de Mejoramiento y Ampliación en 4 Sistemas de Agua Potable en 5 Ciudades de Nicaragua,130000000.0,prestamos_sector_publico
Nicaragua,1137,2002,Sector Público,Proyecto Rehabilitación de la Carretera Chinandega-Guasaule,19500000.0,prestamos_sector_publico
Honduras,1138,1978,Sector Público,Proyecto Silos Rurales de Honduras,9000000.0,prestamos_sector_publico
Nicaragua,1139,2021,Sector Público,X Programa de Ampliación y Mejoramiento de Carreteras,382580372.14,prestamos_sector_publico
Honduras,1140,1979,Sector Público,Construcción de Obras Civiles de la Casa de Máquinas Subtérranea del Proyecto Hidroeléctrico el Cajón,30600000.0,prestamos_sector_publico
Nicaragua,1141,2008,Sector Público,Proyecto Construcción de la Central Hidroeléctrica Larreynaga,22893879.0,prestamos_sector_publico
Nicaragua,1142,1989,Sector Público,Estudios De Factibilidad de Proyectos de Rehabilitación y Mejoramiento de los Tramos de Carretera Izapa - León - Chinandega  Chinandega - Guasaule  Nejapa - Las Conchitis - Nandaime  Masaya - Granada,810000.0,prestamos_sector_publico
Nicaragua,1143,1974,Sector Público,LC - Banco Nacional de Nicaragua,700000.0,prestamos_sector_publico
Honduras,1144,1993,Sector Público,Proyectos Hidroeléctricos Remolino y Sico II en la República de Honduras Financiados Parcialmente con el Préstamo Fo6110,959000.0,prestamos_sector_publico
Honduras,1145,2020,Sector Público,Proyecto de Ampliación del Sistema de Abastecimiento de Agua Potable en la Ciudad de Gracias  Departamento de Lempira - Fondos Corea,25200000.0,prestamos_sector_publico
República Dominicana,1146,2017,Sector Público,Proyecto Múltiple de la Presa Montegrande  Fase III,249600000.0,prestamos_sector_publico
Nicaragua,1147,2021,Sector Público,Proyecto de Mejoramiento de las Capacidades Técnicas y Operativas de Puerto Corinto,21425306.65,prestamos_sector_publico
Nicaragua,1148,1969,Sector Público,Adquisición de Maquinaria y Equipo Además de Gastos de Transporte Instalación de Maquinaria y Equipo u Otras Inversiones Necesarias para la Instalación y Funcionamiento de un Centro de Formación Profesional,700000.0,prestamos_sector_publico
Honduras,1149,1992,Sector Público,Proyecto Anillo Periférico Urbano de la Ciudad de Tegucigalpa,17800000.0,prestamos_sector_publico
Nicaragua,1150,2003,Sector Público,Proyecto Apoyo a la Producción Diversificada y Exportable,5000000.0,prestamos_sector_publico
Nicaragua,1151,1992,Sector Público,LC - Banco Central de Nicaragua,15000000.0,prestamos_sector_publico
Nicaragua,1152,1980,Sector Público,Adquisición de Materiales y Equipos para la Reparación y Construcción de las Redes de Distribución del Sistema de Interconectado del Ine,3000000.0,prestamos_sector_publico
Nicaragua,1153,1973,Sector Público,Completar el Financiamiento y Mejorar la Operación de la Arteria Regional de Telecomunicaciones en la Parte que Corresponde a la República de Nicaragua,1000000.0,prestamos_sector_publico
Nicaragua,1154,1975,Sector Público,Elaboración de Estudios Geológicos del Terreno para el Parque Industrial las Mercedes (Pilam),30000.0,prestamos_sector_publico
Honduras,1155,2013,Sector Público,Proyecto para la Competitividad y el Desarrollo Rural Sostenible en la Zona Norte Denominado Horizontes del Norte,8000000.0,prestamos_sector_publico
Nicaragua,1156,2015,Sector Público,Proyecto Mejoramiento del Camino El Boquete - Santa Ana,28900000.0,prestamos_sector_publico
Honduras,1157,1990,Sector Público,Proyecto de Rehabilitación de las Plantas Generadoras de Energía Eléctrica Cañaveral y Río Lindo,1700000.0,prestamos_sector_publico
Honduras,1158,2022,Sector Público,OPD para apoyar acciones de política y resultados de desarrollo,250000000.0,prestamos_sector_publico
Nicaragua,1159,1971,Sector Público,LC - Instituto de Fomento Nacional,1275200.0,prestamos_sector_publico
Nicaragua,1160,1979,Sector Público,Proyecto Aeropuerto Internacional las Mercedes,2000000.0,prestamos_sector_publico
Nicaragua,1161,2013,Sector Público,Proyecto Mejoramiento y Ampliación de los Sistemas de Abastecimiento de Agua Potable y Saneamiento en 19 Ciudades,100069300.0,prestamos_sector_publico
Nicaragua,1162,2003,Sector Público,Programa de Desarrollo Económico de la Región Seca de Nicaragua (Prodesec),3995000.0,prestamos_sector_publico
Panamá,1163,2020,Sector Público,Vale Digital - Panamá Solidario Covid-19 (PEAP-COVID-19-RE),50000000.0,prestamos_sector_publico
Nicaragua,1164,2009,Sector Público,Proyecto de Apoyo para la Inserción de los Pequeños Productores en las Cadenas de Valor y Acceso a Mercados (PROCAVAL),8000000.0,prestamos_sector_publico
Honduras,1165,1978,Sector Público,Terminación de la Construcción y Supervisión de las Obras para el Interconector de las Rutas Regionales CA5 y CA6 en la Ciudad de Tegucigalpa Honduras,3400000.0,prestamos_sector_publico
Nicaragua,1166,2019,Sector Público,IX Programa de Mejoramiento y Ampliación de Carreteras,333874540.0,prestamos_sector_publico
República Dominicana,1167,2025,Sector Público,Proyecto Acueducto Múltiple Región Suroeste (ASURO),80900000.0,prestamos_sector_publico
Nicaragua,1168,2005,Sector Público,Programa de Viviendas de Interés Social para la Población de Escasos Recursos,5000000.0,prestamos_sector_publico
Honduras,1169,1980,Sector Público,Financiar Complementariamente la Adquisición e Instalación de Maquinaria y Equipo para Tres Plantas Estractoras del Aceite de Palma Africana,2000000.0,prestamos_sector_publico
Honduras,1170,2013,Sector Público,LGC - Banco Hondureño para la Producción y la Vivienda (BANHPROVI),55000000.0,prestamos_sector_publico
Nicaragua,1171,2016,Sector Público,VI Proyecto de Mejoramiento de Carreteras,70450000.0,prestamos_sector_publico
Nicaragua,1172,2011,Sector Público,Proyecto Mejoramiento de la Carretera Empalme Santa Ana Empalme Santa Rita,10900000.0,prestamos_sector_publico
Nicaragua,1173,1980,Sector Público,Proyecto Viviendas y Lotes Urbanizados de Interés Social en el Lugar Denominado Batahola en la Ciudad de Managua,4000000.0,prestamos_sector_publico
