pais,_id,anio_aprobacion,sector_institucional,descripcion_proyecto,monto_bruto_usd,origen
Costa Rica,1,1974,Sector Público,Proyecto de Instalación de un Centro de Enseñanza de la Tecnología y Ciencias Conexas,2000000.0,prestamos_sector_publico
Colombia,2,2014,Sector Público,LGC - Financiera de Desarrollo Territorial,50000000.0,prestamos_sector_publico
Costa Rica,3,1973,Sector Público,Construcción de Subestaciones Patio de Maniobras Líneas de Transmisión Redes de Distribución Ingeniería Mantenimiento e Imprevistos para la Segunta Etapa del Proyecto de Expansión de la Planta,1000000.0,prestamos_sector_publico
Colombia,4,2017,Sector Público,LGC Financiera de Desarrollo Nacional  S.A. (FDN),50000000.0,prestamos_sector_publico
Argentina,5,2022,Sector Público,Programa de Fortalecimiento Tecnológico del Registro Nacional de las Personas y de la Dirección Nacional de Migraciones,25000000.0,prestamos_sector_publico
Costa Rica,6,1971,Sector Público,Financiar los Estudios de Factibilidad Económica Ingeniería Preliminar y Diseño Final Incluyendo Planos Presupuestos y Especificaciones de Construcción de la Carretera de Tilarán - Puerto Viejo,400000.0,prestamos_sector_publico
Costa Rica,7,1968,Sector Público,Adquisición de Equipo y Materiales y Gastos de Instalación para la Reconstrucción y Ampliación de las Líneas de Distribución de Energía Eléctrica,640000.0,prestamos_sector_publico
Costa Rica,8,1975,Sector Público,Proyecto de Emergencia para Incrementar la Capacidad de Almacenamiento Secado Pelado y Manejo de Granos Básicos en la República de Costa Rica,2700000.0,prestamos_sector_publico
Argentina,9,2021,Sector Público,Programa Piloto para la Transformación Digital de las PYMES Argentinas,50000000.0,prestamos_sector_publico
Argentina,10,2016,Sector Público,Programa Integral de Hábitat,60000000.0,prestamos_sector_publico
Costa Rica,11,1974,Sector Público,Ampliación y Mejoramiento del Aeropuerto Internacional Juan Santamaría la Cual Incluye Pistas de Aterrizaje y Rodaje Zonas de Estacionamiento de Aviones Equipo de Iluminación y de Señalamiento,2200000.0,prestamos_sector_publico
Costa Rica,12,1964,Sector Público,Financiar Estudios de Factibilidad del Programa de Almacenamiento y Conservación de Granos Básicos (Maíz Arroz Frijol y Sorgo),60000.0,prestamos_sector_publico
Costa Rica,13,1976,Sector Público,Mejoramiento Construcción y Puesta en Operación de un Sistema de Riego y Drenaje en la Cuenca del Río Itiquís,1365000.0,prestamos_sector_publico
Argentina,14,2020,Sector Público,Programa de Fortalecimiento Infraestructura Salud para Unidades Penitenciarias y Unidades Sanitarias Frontera,50000000.0,prestamos_sector_publico
Costa Rica,15,1976,Sector Público,Financiar Complementariamente la Capitalización de la Editorial Universitaria Centroamericana (Educa) Necesaria para Realizar su Programa de Edición de Libros,100000.0,prestamos_sector_publico
Colombia,16,2023,Sector Público,OPD para el apoyo a la acción climática  transición energética justa y fortalecimiento fiscal verde,250000000.0,prestamos_sector_publico
Belice,17,2010,Sector Público,Proyecto Mejoramiento y Rehabilitación Carretera Sur Tramo Dump - Jalacté,4500000.0,prestamos_sector_publico
Argentina,18,2019,Sector Público,Programa de Mejora del Acceso y la Calidad Educativa,67000000.0,prestamos_sector_publico
Costa Rica,19,1969,Sector Público,Reconstrucción del Tramo Arizona Peñas Blancas de la Carretera Interamericana (CA1),1600000.0,prestamos_sector_publico
Costa Rica,20,1969,Sector Público,Reconstrucción de 157 Kilometros del Tramo de la CA1 Arizona Peñas Blancas,1800000.0,prestamos_sector_publico
Costa Rica,21,1968,Sector Público,Estudios Finales de 117 Kilómetros de la Carretera Costanera Sur,500000.0,prestamos_sector_publico
Colombia,22,2015,Sector Público,Proyecto Concesión Alto Magdalena Corredor Vial Honda - Puerto - Salgar - Girardot,136000000.0,prestamos_sector_publico
Argentina,23,2017,Sector Público,Programa de Apoyo a la Estrategia de Ampliación de Cobertura y Acceso a la Educación Inicial (PROCEI),30000000.0,prestamos_sector_publico
Costa Rica,24,1989,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Argentina,25,2021,Sector Público,Programa de Recuperación y Desarrollo Rural Post-Emergencia,50000000.0,prestamos_sector_publico
Argentina,26,2022,Sector Público,Programa de Apoyo al Plan Nacional  Argentina contra el Hambre,50000000.0,prestamos_sector_publico
Costa Rica,27,1974,Sector Público,Financiar los Estudios Diseños y Planos de la Carretera de Circunvalación de San José,600000.0,prestamos_sector_publico
Costa Rica,28,1975,Sector Público,Construcción Incluyendo Gastos de Supervisión Externa e Imprevistos del Nuevo Edificio para la Central Telefónica de la Ciudad de San José República de Costa Rica,850000.0,prestamos_sector_publico
Costa Rica,29,1969,Sector Público,Estudios de Factibilidad Económica Ingeniería Preliminar y Diseño Final Incluyendo Planos Presupuestos y Especificaciones de Construcción de la Carretera Naranjo - San Carlos - Los Chiles,600000.0,prestamos_sector_publico
Costa Rica,30,1969,Sector Público,Financiamiento de  Viviendas Construidas con Recursos del Banco Vendedor Mediante la Compra de Bonos por Hasta un 80% del Saldo de las Hipotecas Sobre esas Viviendas,200000.0,prestamos_sector_publico
Argentina,31,2023,Sector Público,Programa de Fortalecimiento del Sistema Nacional de Comprobación Técnica de Emisiones (SNCTE),40000000.0,prestamos_sector_publico
Belice,32,2009,Sector Público,Financiamiento del Programa de Financiamiento Rural,1905800.0,prestamos_sector_publico
Argentina,33,2016,Sector Público,Proyecto de Gestión por Resultados en Salud para la Atención de Población Adulta Mayor en la Argentina (PROGERSA),30000000.0,prestamos_sector_publico
Argentina,34,2022,Sector Público,Programa de Inversión Social en Seguridad Ciudadana para la Provincia del Chaco,15000000.0,prestamos_sector_publico
Costa Rica,35,1974,Sector Público,Financiar los Costos de Construcción Supervisión y Consultoría de la Carretera Barranca - el Roble - Mata de Limón - Puerto de Caldera (Costanera Sur),6800000.0,prestamos_sector_publico
Costa Rica,36,1980,Sector Público,Compra de Hipotecas Y/o Títulos Hipotecarios Conforme a las Politicas del Programa de Vivienda Media Regular y Media Baja del Banco Vigentes a la Fecha de cada Desembolso.,5000000.0,prestamos_sector_publico
Costa Rica,37,1974,Sector Público,Proyecto de Carretera Terrón Colorado - Los Chiles - Frontera con Nicaragua,1000000.0,prestamos_sector_publico
Costa Rica,38,1969,Sector Público,Proyecto de Lla Arteria Regional de Telecomunicaciones en la Parte que Corresponda a la República de Costa Rica,2800000.0,prestamos_sector_publico
Argentina,39,2023,Sector Público,Proyecto de Construcción de Obras Complementarias del Gasoducto Presidente Néstor Kirchner,185000000.0,prestamos_sector_publico
Costa Rica,40,1993,Sector Público,Proyecto Destinado a Personas Discapacitadas para su Eventual Incorporación al Proceso Productivo,1000000.0,prestamos_sector_publico
Costa Rica,41,1967,Sector Público,Estudios de Factibilidad y Diseños Preliminares de Ingeniería para la Ubicación de un Puerto en el Atlántico en las Bahías de Moín o de Cieneguita y la Ampliación del Actual Puerto de Puntarenas,190000.0,prestamos_sector_publico
Costa Rica,42,1974,Sector Público,Proyecto Consistente en la Instalación de una Planta Alúmina en Aluminio,100000.0,prestamos_sector_publico
Costa Rica,43,1967,Sector Público,Financiamiento Parcial de la Construcción de la Carretera CA1 Entre el Coco y San Ramón,5800000.0,prestamos_sector_publico
Costa Rica,44,1976,Sector Público,Financiar Monto Total o Parcial de las Cuotas de los Gobiernos Centroamericanos Vencidas y No Pagadas al Deudor con el Objeto de Atender Situaciones Temporales de Iliquidez del Deudor y Evitar Demoras en la Ejecución de Sus Programas.,100000.0,prestamos_sector_publico
Costa Rica,45,1969,Sector Público,Canalización de las Lagunas del Atlántico Entre la Boca del Río Parisima y la Barra del Río Colorado y de la Construcción de la Terminal del Canal Interior en Moín,1500000.0,prestamos_sector_publico
Costa Rica,46,1974,Sector Público,Elaboración del Estudio de Factibilidad y del Plan Maestro del Aeropuerto Internacional Juan Santa María,475000.0,prestamos_sector_publico
Argentina,47,2023,Sector Público,Programa de Apoyo al Plan Nacional Argentina contra el Hambre II - Alimentar,400000000.0,prestamos_sector_publico
Costa Rica,48,1965,Sector Público,LC - Instituto Nacional de Vivienda y Urbanismo.,1000000.0,prestamos_sector_publico
Argentina,49,2022,Sector Público,Programa de Apoyo al Plan de Construcción Casa Amor ,25000000.0,prestamos_sector_publico
Costa Rica,50,1972,Sector Público,Autoriza Compra De Hipotecas Al Banco Crédito Agrícola De Cartago,500000.0,prestamos_sector_publico
Costa Rica,51,1968,Sector Público,Adquisición de Equipo y Materiales y Gastos de Instalación para la Reconstrucción y Ampliación de las Líneas de Distribución de Energía Eléctrica,300000.0,prestamos_sector_publico
Costa Rica,52,1992,Sector Público,Proyecto Mejoramiento y Ampliación de la Red Secundaria Telefónica de la República de Costa Rica,6265600.0,prestamos_sector_publico
Colombia,53,2011,Sector Público,LGC - Banco de Comercio Exterior de Colombia,50000000.0,prestamos_sector_publico
Costa Rica,54,1974,Sector Público,Estudio de Factibilidad y el Plan Maestro para un Aeropuerto a Localizarse en Liberia Provincia de Guanacaste República de Costa Rica,125000.0,prestamos_sector_publico
Argentina,55,2018,Sector Público,Programa de Apoyo a la Estrategia de Ampliación de Cobertura y Acceso a la Salud,32000000.0,prestamos_sector_publico
Argentina,56,2015,Sector Público,Programa de Fortalecimiento de las Capacidades de Investigación y Desarrollo (PROFOCAID),50000000.0,prestamos_sector_publico
Costa Rica,57,1978,Sector Público,Ampliación Mediante Dos Vías Adicionales de la Carretera Tres Ríos - Taras de Cartago,6000000.0,prestamos_sector_publico
Costa Rica,58,1978,Sector Público,Construcción y Pavimento del Tramo Barúpalmar Norte de la Carretera Costanera Sur,12500000.0,prestamos_sector_publico
Colombia,59,2005,Sector Público,Proyecto Obras Anexas - Fase II Túnel de la Línea,21120000.0,prestamos_sector_publico
Costa Rica,60,1976,Sector Público,Proyecto Turístico del Parque Volcán Poás,1800000.0,prestamos_sector_publico
Costa Rica,61,2013,Sector Público,Incremento LGC - Banco Nacional de Costa Rica (BNCR),60000000.0,prestamos_sector_publico
Colombia,62,2022,Sector Público,OPD en apoyo a la acción climática y la transición energética,250000000.0,prestamos_sector_publico
Costa Rica,63,1976,Sector Público,Proyecto de Campaña de Control y Erradicación de la Garrapata del Ganado Bovino,408000.0,prestamos_sector_publico
Costa Rica,64,1965,Sector Público,Financiar Préstamos a Grupos Familiares para Compra o Construcción de Viviendas Elegibles en Todo el País.,1000000.0,prestamos_sector_publico
Costa Rica,65,1973,Sector Público,Completar el Segunda Etapa del Acueducto Metropolitano y para el Obras de Emergencia para el Area Metropolitana Comprendidas en el Programa General de Abastecimiento de Agua,9500000.0,prestamos_sector_publico
Costa Rica,66,1973,Sector Público,Construcción de la Sección la Sabana Escazú de la Carretera San José - Coyolar,3200000.0,prestamos_sector_publico
Costa Rica,67,1979,Sector Público,Proyecto Desarrollo Turístico de Bahía Culebra,610000.0,prestamos_sector_publico
Costa Rica,68,1978,Sector Público,Preparación del Diseño Final y Documentos de Licitación de la Carretera Ciudad Colón - Puerto Caldera,800000.0,prestamos_sector_publico
Costa Rica,69,1969,Sector Público,Ampliación y Mejoramiento del Aeropuerto Internacional el Coco Obras que Incluyen Pistas de Aterrizaje Zona de Estacionamiento de Aviones Equipo de Iluminación y de Ayuda para la Navegación Aérea y Señalamiento,600000.0,prestamos_sector_publico
Belice,70,2022,Sector Público,Ampliación y Rehabilitación de la Autopista Philip Goldson,24000000.0,prestamos_sector_publico
Costa Rica,71,1997,Sector Público,Proyecto de Ampliación de la Red de Planta Externa del Sistema Telefónico,9106500.0,prestamos_sector_publico
Costa Rica,72,1976,Sector Público,Financiar la compra de hipotecas y/o títulos hipotecarios sobre viviendas de bajo costo.,15000000.0,prestamos_sector_publico
Costa Rica,73,1977,Sector Público,Financiar Costos Adicionales de la Ampliación y Mejoramiento de la Red de Distribución de Energía Eléctirca Propiedad de la Municipalidad de Cartago,300000.0,prestamos_sector_publico
Colombia,74,2005,Sector Público,Financiera de Desarrollo Territorial. Apertura de LGC,50000000.0,prestamos_sector_publico
Costa Rica,75,1982,Sector Público,Compra de Hipotecas Y/o Titulos Hipotecarios Constitutidos Sobre Viviendas Elegibles Conforme a las Politicas del Programa de Vivienda del Banco Vigentes a la Fecha de cada Desembolso.,2000000.0,prestamos_sector_publico
Costa Rica,76,2014,Sector Público,Préstamo bajo la modalidad de deuda subordinada redimible - Banco Nacional de Costa Rica,30000000.0,prestamos_sector_publico
Costa Rica,77,1987,Sector Público,Rehabilitación Parcial de la Carretera CA-1 (Interamericana) Tramo Paso Real - Palmar Norte - Piedras Blancas,5600000.0,prestamos_sector_publico
Costa Rica,78,1988,Sector Público,Rehabilitación de la Carretera CA-1  San Ramón - Barranca,2900000.0,prestamos_sector_publico
Costa Rica,79,1982,Sector Público,LC - Banco Central de Costa Rica,6000000.0,prestamos_sector_publico
Costa Rica,80,1969,Sector Público,Complementar la Financiación de la Construcción de la Carretera el Coco - San Ramón (CA1),3556000.0,prestamos_sector_publico
Costa Rica,81,1972,Sector Público,Financiar Viviendas Conforme al Programa de Vivienda Media del Banco Centroamericano.,4531700.0,prestamos_sector_publico
Costa Rica,82,1974,Sector Público,Elaboración del Estudio de Factibilidad Técnicoeconómico y Preparación del Plan Maestro de Polo Turístico de Bahía de Culebra,370000.0,prestamos_sector_publico
Argentina,83,2021,Sector Público,Programa de Fortalecimiento de las Acciones de Protección contra las Violencias por Motivos de Género,50000000.0,prestamos_sector_publico
Costa Rica,84,2020,Sector Público,OPD para atender efectos del COVID-19  apoyar reforma fiscal e impulsar la descarbonización de la economía,300000000.0,prestamos_sector_publico
Costa Rica,85,1972,Sector Público,Dragado Entre los Ríos Matina y Santa Marta y Pacuare y Chiquero la Construcción de Terminales en las Desembocaduras de los Ríos Pacaure Parismina Tortuguero y Colordo todo para la Canalización de las Lagunas del Atlántico de Costa Rica,390000.0,prestamos_sector_publico
Costa Rica,86,1975,Sector Público,Construcción del Tramo Tárcoles - loma de la Carretera Costanera Sur,5000000.0,prestamos_sector_publico
El Salvador,87,1987,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Costa Rica,88,1985,Sector Público,Continuar el Financiamiento Parcial de Costos Locales del Proyecto Vial Barúpalmar Norte,5000000.0,prestamos_sector_publico
Costa Rica,89,1969,Sector Público,Estudios de Factibilidad Económica Ingeniería Preliminar y Diseño Final Incluyendo Planos Presupuestos y Especificaciones de Construcción de la Carretera Heredia Puerto Viejo,400000.0,prestamos_sector_publico
Costa Rica,90,1978,Sector Público,Construcción de la Línea de Transmisión y la Ampliación de las Subestaciones Correspondientes que Forman Parte de las Obras de Interconexión de los Sistemas Eléctricos Entre Costa Rica y Nicaragua,5200000.0,prestamos_sector_publico
Belice,91,2010,Sector Público,Proyecto de Mejoramiento y Rehabilitación de la Infraestructura del Puesto Fronterizo Corozal,6167410.0,prestamos_sector_publico
Belice,92,2023,Sector Público,LGC - Development Finance Corporation Ltd.,2500000.0,prestamos_sector_publico
Belice,93,2014,Sector Público,Programa Integral de Seguridad de Belice (Fase I),30000000.0,prestamos_sector_publico
Costa Rica,94,1979,Sector Público,Programa de Instituto Tecnológico de Costa Rica,5500000.0,prestamos_sector_publico
Costa Rica,95,1974,Sector Público,Mejoramiento de las Instalaciones de la Universidad de Costa Rica,1000000.0,prestamos_sector_publico
Costa Rica,96,1987,Sector Público,Adquisición de Equipos de Radioenlaces Multiplex,1100000.0,prestamos_sector_publico
Costa Rica,97,1988,Sector Público,Ejecución del Proyecto Componentes de Desarrollo de Plantaciones y Capacitación para la Utilización del Bambú Gradua en la Construcción de Viviendas de Bajo Costo de Interés Social de Costa Rica.,4000000.0,prestamos_sector_publico
Costa Rica,98,1973,Sector Público,Adquisición de Tres Plantas Dieseleléctricas Nuevas de 1000 Kw cada una Dos de las Cuales a ser Instaladas en Puerto Limón y una en San Isidro del General,3000000.0,prestamos_sector_publico
Costa Rica,99,1991,Sector Público,Primera Etapa de la Rehabilitación de los Ramales Bananeros del Ferrocarril en el Atlántico de Costa Rica Destruidos por el Terremoto del 22 de Abril de 1991,6500000.0,prestamos_sector_publico
El Salvador,100,1975,Sector Público,Construcción de la Carretera de Interconexión de las Rutas Regionales Ca12 y Ca4 con las Condiciones de una Carretera de Segundo Orden a Nivel de Superficie de Rodamiento Mejorada,4400000.0,prestamos_sector_publico
Costa Rica,101,1974,Sector Público,Financiar los Costos de Construcción de los Tramos Escazú - Santa Ana  Santa Ana - Ciudad Colón y Santa Ana - San Antonio de Belén de la Carretera San José - Coyolar - Puerto Caldera,9800000.0,prestamos_sector_publico
Costa Rica,102,1976,Sector Público,Compra de Hipotecas Y/o Títulos Hipotecarios Conforme al Programa de Vivienda Media (Regular) y al Programa de Vivienda Media Baja.,15000000.0,prestamos_sector_publico
Costa Rica,103,1980,Sector Público,Compra de Hipotecas Y/o Titulos Hipotecarios Conforme al Programa de Vivienda Media Regular y Media Baja del Banco.,5000000.0,prestamos_sector_publico
Costa Rica,104,2005,Sector Público,Programa de Gestión Integrada de Recursos Hídricos,50132980.0,prestamos_sector_publico
Costa Rica,105,1975,Sector Público,Proyecto de Expansión y Mejoramiento de las Instalaciones en la Ciudad Universitaria Rodrigo Facio,2000000.0,prestamos_sector_publico
Costa Rica,106,2005,Sector Público,Proyecto Red de Transporte Sobre Fibra Óptica Frontera Frontera,24432528.18,prestamos_sector_publico
Costa Rica,107,1971,Sector Público,Completar la Financiación de las Obras en el Tramo Arizona Liberia de la Carretera Interamericana (CA1),900000.0,prestamos_sector_publico
Costa Rica,108,1969,Sector Público,Complementar el capital de fundación de la Editorial Centroamericana creada y encargada de editar libros con fines docentes y culturales,78000.0,prestamos_sector_publico
Costa Rica,109,1974,Sector Público,Construcción de las Obras de Terracería y Drenaje Menor del Tramo de Carretera Entre Terrón Coloradolos Chiles frontera con Nicaragua,5000000.0,prestamos_sector_publico
Costa Rica,110,1972,Sector Público,Reconstrucción y Supervisión del Tramo Río Seco arizona de la Carretera Interamericana,1450000.0,prestamos_sector_publico
Costa Rica,111,1973,Sector Público,Adquisición de Materiales y Equipo para la Ampliación y Mejoramiento de la Red de Distribución de Energía Eléctrica del Prestatario,1500000.0,prestamos_sector_publico
Costa Rica,112,1994,Sector Público,LC - Banco Crédito Agrícola de Cartago,2500000.0,prestamos_sector_publico
Costa Rica,113,1975,Sector Público,Construcción de Líneas de Transmisión y Subestaciones Complementarias Asociadas al Proyecto Hidroeléctrico del Arenal Programa de Generación de Energía Eléctrica en la Zona Central y Sistema de Distribución Anular del Área Metropolitana,13600000.0,prestamos_sector_publico
Costa Rica,114,1977,Sector Público,Terminación de las Obras en el Tramo Tárcoleslomas de 63 Kilómetros de Longitud de la Carretera Costanera Sur en la República de Costa Rica,5660000.0,prestamos_sector_publico
Costa Rica,115,1970,Sector Público,Financiar Viviendas Conforme al Programa de Vivienda Media del Banco Centroamericano.,3021100.0,prestamos_sector_publico
Costa Rica,116,1972,Sector Público,Financiar Viviendas a Construirse por Dusa en el Proyecto las Esmeraldas Conforme a las Condiciones del Programa de Vivienda Media del Banco Centroamericano.,1000000.0,prestamos_sector_publico
Costa Rica,117,2006,Sector Público,Incremento LGC - Banco Popular y de Desarrollo Comunal,28500000.0,prestamos_sector_publico
Costa Rica,118,1979,Sector Público,Construcción y Equipamiento de la Escuela de Ganadería Dedicada a Formar Técnicos Agropecuarios a Nivel Intermedio en los Campos de Lechería y Carne,4300000.0,prestamos_sector_publico
Costa Rica,119,1966,Sector Público,Construcción del Tramo San Ramón - Naranjo de la Carretera el Coco - San Ramón,4700000.0,prestamos_sector_publico
Costa Rica,120,2002,Sector Público,LGC - Banco Popular y de Desarrollo Comunal,30000000.0,prestamos_sector_publico
Costa Rica,121,2018,Sector Público,Proyecto Mercado Regional Mayorista de la Región Brunca,55284067.0,prestamos_sector_publico
Costa Rica,122,1964,Sector Público,Compra e Instalación de Plantas Electrotérmicas con una Capacidad de Generación de 8000 Kilovatios,1103000.0,prestamos_sector_publico
Costa Rica,123,1980,Sector Público,Participación por Parte del Prestatario en el Programa de Agroempresas Rurales del Banco.,500000.0,prestamos_sector_publico
Costa Rica,124,1974,Sector Público,Construcción y Equipamiento de la Escuela de Ganadería a Dedicarse a Formar Técnicos Ganaderos a Nivel Intermedio en los Campos de Lechería y Carne,600000.0,prestamos_sector_publico
Costa Rica,125,1974,Sector Público,Mejoramiento y Ampliación de la Red de Distribución de Energía Eléctrica Propiedad de la Municipalidad de Alajuela,60000.0,prestamos_sector_publico
Costa Rica,126,1991,Sector Público,LC - Banco Crédito Agrícola de Cartago,8500000.0,prestamos_sector_publico
Costa Rica,127,2003,Sector Público,Proyecto Hidroeléctrico los Negros,18330255.46,prestamos_sector_publico
Costa Rica,128,1996,Sector Público,Proyecto Enlaces Digitales para Telefonía Rural,4277667.0,prestamos_sector_publico
Costa Rica,129,1972,Sector Público,Compra de Participaciones en Hipotecas al Banco Crédito Agrícola de Cartago de Costa Rica,1004500.0,prestamos_sector_publico
Costa Rica,130,1968,Sector Público,Adquisición de Equipo Materiales y Gastos de Instalación de Líneas de Transnmisión y Distribución de Energía Electrica Ademas de Capital de Trabajo de la Planta,82000.0,prestamos_sector_publico
Costa Rica,131,2002,Sector Público,Préstamo - Proyecto Hidroeléctrico Pirrís,70000000.0,prestamos_sector_publico
Costa Rica,132,1995,Sector Público,Proyecto Planta Térmica Moín,15525656.0,prestamos_sector_publico
Costa Rica,133,1979,Sector Público,Financiar Complementariamente las Inversiones Fijas del Centro Nacional de Abastecimiento y Distribución de Alimentos (Cenada) Ubicado Sobre la Autopista San José - Aeropuerto el Coco,2500000.0,prestamos_sector_publico
El Salvador,134,1970,Sector Público,Adquisición de Equipo para el Manejo Carga Mediaciones Marítimas y una Subestación de Energía Eléctrica para el Puerto de Acajuatla,897000.0,prestamos_sector_publico
Costa Rica,135,2000,Sector Público,Proyecto Planta Hidroeléctrica Cote,8863006.0,prestamos_sector_publico
Costa Rica,136,2018,Sector Público,Fortalecimiento de la Universidad Técnica Nacional (UTN),50000000.0,prestamos_sector_publico
Costa Rica,137,1994,Sector Público,LC - Banco Crédito Agrícola de Cartago,3000000.0,prestamos_sector_publico
Costa Rica,138,2001,Sector Público,Proyecto 400000 Soluciones Telefónicas Móviles con Tecnología Gsm en la Banda de 1800 Mhz,80000000.0,prestamos_sector_publico
Costa Rica,139,1990,Sector Público,LC - Banco Hipotecario de la Vivienda,4375000.0,prestamos_sector_publico
Costa Rica,140,1972,Sector Público,Reconstrucción Del Tramo Liberia-La Cruz-Peñas Blancas De La Carretera Interamericana.,4600000.0,prestamos_sector_publico
Costa Rica,141,1974,Sector Público,Programa de Construcción de Viviendas a Ser Desarrollado por el Prestatario y que Servirían para Generar las Hipotecas Elegibles a ser Compradas por el Banco Dentro de la DI-77/74.,300000.0,prestamos_sector_publico
Costa Rica,142,1975,Sector Público,Proyecto de Instalación en la Ciudad de Alajuela de una Terminal de Furgones Central Aduanera y Almacenes de Depósito General y Fiscal,350000.0,prestamos_sector_publico
Argentina,143,2024,Sector Público,Programa de Apoyo a la Seguridad Alimentaria en Argentina. Fase III,230000000.0,prestamos_sector_publico
El Salvador,144,1965,Sector Público,Compra e Instalación del Equipo y Mobiliario que se Necesiten para Habilitar un Edificio de Residencia Estudiantil Asi Como una Cocina y un Comedor Destinados al Servicio de los Estudiantes,66000.0,prestamos_sector_publico
Costa Rica,145,1975,Sector Público,Costo de los Estudios Finales de Ingeniería para el Proyecto de Expansión y Modernización del Sistema de Almacenamiento de Granos de la República de Costa Rica,200000.0,prestamos_sector_publico
Costa Rica,146,1996,Sector Público,Proyecto Desarrollo Agrícola de la Península de Nicoya,1835299.0,prestamos_sector_publico
El Salvador,147,1992,Sector Público,Proyecto Instalación de 110 Mw en Unidades Térmicas en una Central de Ciclo Combiando Acajutla Fase Ii en la República de El Salvador,11300000.0,prestamos_sector_publico
Costa Rica,148,1987,Sector Público,Participación por Parte del Prestatario en el Programa de Rehabilitación de la Pequeña y Mediana Industria.,1000000.0,prestamos_sector_publico
Costa Rica,149,2020,Sector Público,Proyecto Abastecimiento para el Acueducto Metropolitano  Quinta Etapa  AyA,399160000.0,prestamos_sector_publico
Costa Rica,150,1980,Sector Público,Terminación de las Obras del Proyecto Turístico Parque Nacional VoLCán Poás,820000.0,prestamos_sector_publico
Costa Rica,151,1979,Sector Público,Construcción y Pavimentación de los Proyectos Orotina - Coyolar - Tárcoles (Incluyendo la Radial Orotinasan Mateo) y Coyolar - Puerto Caldera Como Parte del Complejo Vidal del Pacifico Sur,16400000.0,prestamos_sector_publico
Costa Rica,152,1985,Sector Público,Continuar el Financiamiento Parcial de los Costos Locales del Proyecto Vial Tres Ríos - Taras - Cártago,1600000.0,prestamos_sector_publico
Colombia,153,2007,Sector Público,LGC - Banco de Comercio Exterior de Colombia (BANCOLDEX) S.A.,50000000.0,prestamos_sector_publico
Costa Rica,154,1983,Sector Público,Compra de hipotecas y/o títulos hipotecarios  constituidos sobre viviendas elegibles conforme a las políticas del Programa Habitacional del banco,2202200.0,prestamos_sector_publico
Costa Rica,155,1974,Sector Público,Compra de Hipotecas Y/o Titulos Hipotecarios Conforme al Programa de Vivienda Media del Banco.,9500000.0,prestamos_sector_publico
Costa Rica,156,1994,Sector Público,Proyecto Teléfonos Públicos para la República de Costa Rica,5886744.0,prestamos_sector_publico
Costa Rica,157,1994,Sector Público,LC - Banco de Costa Rica.,1000000.0,prestamos_sector_publico
Costa Rica,158,1983,Sector Público,Construcción y Pavimento de la Carretera Orotina coyolar tárcoles y Coyolar puerto Caldera Como Parte del Complejo Vial del Pacífico Sur,5400000.0,prestamos_sector_publico
Costa Rica,159,1996,Sector Público,Proyecto Desarrollo Urbano Integradoorowe Fase I,1500000.0,prestamos_sector_publico
El Salvador,160,1982,Sector Público,Proyecto Hidroeléctrico San Lorenzo Principalmente en el Montaje de la Subestación San Martín el Montaje de las Líneas de Transmisión Entre las Subestaciones de San Lorenzo y San Martín,3700000.0,prestamos_sector_publico
Costa Rica,161,1987,Sector Público,Fondos Destinados Exclusivamente a Rehabilitación de la Carretera Barranca - Arizona,3500000.0,prestamos_sector_publico
Costa Rica,162,1983,Sector Público,Proyecto III Etapa de la Red Regional de Telecomunicaciones,7800000.0,prestamos_sector_publico
El Salvador,163,2011,Sector Público,Programa Plan de Agricultura Familiar y Emprendedurismo Rural para la Seguridad Alimentaria y Nutricional,60000000.0,prestamos_sector_publico
Costa Rica,164,2006,Sector Público,Programa de Obras Estratégicas de Infraestructura Vial,170000000.0,prestamos_sector_publico
Costa Rica,165,1994,Sector Público,LC - Banco de Costa Rica,2000000.0,prestamos_sector_publico
Costa Rica,166,2006,Sector Público,Préstamo -1808 Proyecto Eólico Valle Central,15838400.0,prestamos_sector_publico
Costa Rica,167,1979,Sector Público,Financiar los Estudios de Ingeniería para el Diseño Final de la Carretera Valle Central - Litoral Pacífico,600000.0,prestamos_sector_publico
Costa Rica,168,1971,Sector Público,Construcción de la Carretera Curridabat - Tres Ríos,4900000.0,prestamos_sector_publico
Costa Rica,169,1977,Sector Público,Construcción y Equipamiento del Centro Nacional de Abastecimiento y Distribución de Alimentos Destinado a Comercializar Aproximadamente 440000 Tonelada Métricas Anuales de Alimentos Hortifrutícolas Granos Básicos e Insumos Agrícolas,6350000.0,prestamos_sector_publico
Costa Rica,170,1994,Sector Público,LC - Banco de Costa Rica.,12000000.0,prestamos_sector_publico
Costa Rica,171,1973,Sector Público,Costo de un Estudio de Factibilidad para la Interconexion con el Sistema Eléctrico Nacional de Nicaragua Mediante la Construcción de una Línea de Alto Voltaje con una Longitud de 290 Kilometros,50000.0,prestamos_sector_publico
Costa Rica,172,1995,Sector Público,Proyecto de Apoyo a la Ampliación y Consolidación de los Servicios de Informática Educativa,12894750.0,prestamos_sector_publico
