_id,anio_aprobacion,cantidad,cantidad_aprobaciones,fondo,modalidad,monto_bruto_usd,origen,pais,producto,sector_institucional,socio
153,1968,,2.0,,,7900000.0,prestamos,El Salvador,,Sector Público,Fundador
154,1999,,10.0,,,56093000.0,prestamos,Guatemala,,Sector Privado,Fundador
155,2020,,1.0,,,6000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
156,1974,,6.0,,,8070000.0,prestamos,El Salvador,,Sector Privado,Fundador
157,2013,,1.0,,,18750000.0,prestamos,Guatemala,,Sector Privado,Fundador
158,1992,,4.0,,,36800000.0,prestamos,El Salvador,,Sector Público,Fundador
159,1989,,3.0,,,7000000.0,prestamos,Guatemala,,Sector Público,Fundador
160,1995,,2.0,,,21150000.0,prestamos,El Salvador,,Sector Público,Fundador
161,2000,,2.0,,,80000000.0,prestamos,El Salvador,,Sector Público,Fundador
162,2011,,5.0,,,53625000.0,prestamos,El Salvador,,Sector Privado,Fundador
163,1991,,1.0,,,6500000.0,prestamos,Guatemala,,Sector Privado,Fundador
164,1973,,3.0,,,6560000.0,prestamos,El Salvador,,Sector Público,Fundador
165,1961,,1.0,,,275000.0,prestamos,Guatemala,,Sector Privado,Fundador
166,1990,,4.0,,,28600000.0,prestamos,Guatemala,,Sector Público,Fundador
167,1977,,1.0,,,3000000.0,prestamos,Guatemala,,Sector Privado,Fundador
168,2004,,9.0,,,34790000.0,prestamos,Costa Rica,,Sector Privado,Fundador
169,1982,,2.0,,,17800000.0,prestamos,El Salvador,,Sector Público,Fundador
170,2001,,3.0,,,130853800.0,prestamos,Costa Rica,,Sector Público,Fundador
171,1996,,18.0,,,54254000.0,prestamos,El Salvador,,Sector Privado,Fundador
172,2012,,5.0,,,86288817.45,prestamos,Guatemala,,Sector Privado,Fundador
173,1987,,6.0,,,17200000.0,prestamos,Costa Rica,,Sector Público,Fundador
174,2015,,5.0,,,90000000.0,prestamos,El Salvador,,Sector Privado,Fundador
175,2017,,1.0,,,1350000.0,prestamos,Costa Rica,,Sector Privado,Fundador
176,2003,,10.0,,,47050000.0,prestamos,Guatemala,,Sector Privado,Fundador
177,2014,,4.0,,,21000000.0,prestamos,Costa Rica,,Sector Privado,Fundador
178,2009,,6.0,,,343538203.07,prestamos,Costa Rica,,Sector Público,Fundador
179,2008,,5.0,,,284605000.0,prestamos,El Salvador,,Sector Público,Fundador
180,1965,,7.0,,,1751090.0,prestamos,Guatemala,,Sector Privado,Fundador
181,1981,,4.0,,,6300000.0,prestamos,Guatemala,,Sector Privado,Fundador
182,2021,,1.0,,,7000000.0,prestamos,Guatemala,,Sector Privado,Fundador
183,1963,,1.0,,,107000.0,prestamos,Guatemala,,Sector Público,Fundador
184,1969,,4.0,,,1915000.0,prestamos,Guatemala,,Sector Privado,Fundador
185,1978,,12.0,,,11020000.0,prestamos,El Salvador,,Sector Privado,Fundador
186,2023,,1.0,,,250000000.0,prestamos,Colombia,,Sector Público,Extraregional
187,2016,,3.0,,,291842413.0,prestamos,Costa Rica,,Sector Público,Fundador
188,1967,,2.0,,,6433000.0,prestamos,Guatemala,,Sector Público,Fundador
189,1994,,23.0,,,37259235.0,prestamos,Guatemala,,Sector Privado,Fundador
190,2006,,19.0,,,135600000.0,prestamos,Costa Rica,,Sector Privado,Fundador
191,1971,,7.0,,,2257157.14,prestamos,El Salvador,,Sector Privado,Fundador
192,1997,,3.0,,,92407500.0,prestamos,Costa Rica,,Sector Público,Fundador
193,1968,,5.0,,,1657000.0,prestamos,Guatemala,,Sector Privado,Fundador
194,1999,,5.0,,,87274200.0,prestamos,Guatemala,,Sector Público,Fundador
195,2020,,2.0,,,699160000.0,prestamos,Costa Rica,,Sector Público,Fundador
196,1974,,5.0,,,4750000.0,prestamos,El Salvador,,Sector Público,Fundador
197,2013,,2.0,,,56802700.0,prestamos,Honduras,,Sector Privado,Fundador
198,1992,,7.0,,,11660000.0,prestamos,Guatemala,,Sector Privado,Fundador
199,1989,,4.0,,,48000000.0,prestamos,Honduras,,Sector Público,Fundador
200,1995,,36.0,,,98925000.0,prestamos,Guatemala,,Sector Privado,Fundador
201,2000,,4.0,,,23500000.0,prestamos,Guatemala,,Sector Privado,Fundador
202,2011,,4.0,,,232212173.8,prestamos,El Salvador,,Sector Público,Fundador
203,1991,,2.0,,,5200000.0,prestamos,Guatemala,,Sector Público,Fundador
204,1973,,7.0,,,7391620.0,prestamos,Guatemala,,Sector Privado,Fundador
205,2024,,2.0,,,19000000.0,prestamos,Guatemala,,Sector Privado,Fundador
206,1990,,9.0,,,58900000.0,prestamos,Honduras,,Sector Público,Fundador
207,1977,,5.0,,,11800000.0,prestamos,Guatemala,,Sector Público,Fundador
208,2004,,3.0,,,147000000.0,prestamos,Costa Rica,,Sector Público,Fundador
209,1982,,1.0,,,500000.0,prestamos,Guatemala,,Sector Privado,Fundador
210,2007,,23.0,,,505200000.0,prestamos,Costa Rica,,Sector Privado,Fundador
211,1996,,7.0,,,132163530.0,prestamos,El Salvador,,Sector Público,Fundador
212,2012,,1.0,,,280000000.0,prestamos,Guatemala,,Sector Público,Fundador
213,2022,,3.0,,,1190000000.0,prestamos,Costa Rica,,Sector Público,Fundador
214,2015,,5.0,,,250521814.0,prestamos,El Salvador,,Sector Público,Fundador
215,2017,,3.0,,,214410000.0,prestamos,Costa Rica,,Sector Público,Fundador
216,2003,,2.0,,,52600000.0,prestamos,Guatemala,,Sector Público,Fundador
217,2014,,4.0,,,308000000.0,prestamos,Costa Rica,,Sector Público,Fundador
218,1975,,4.0,,,3120000.0,prestamos,El Salvador,,Sector Privado,Fundador
219,2008,,15.0,,,97894000.0,prestamos,Guatemala,,Sector Privado,Fundador
220,1965,,1.0,,,437000.0,prestamos,Guatemala,,Sector Público,Fundador
221,1981,,4.0,,,19189000.0,prestamos,Guatemala,,Sector Público,Fundador
222,2021,,1.0,,,2500000.0,prestamos,Honduras,,Sector Privado,Fundador
223,1963,,7.0,,,3767400.0,prestamos,Honduras,,Sector Privado,Fundador
224,1969,,3.0,,,5450000.0,prestamos,Guatemala,,Sector Público,Fundador
225,1978,,1.0,,,24500000.0,prestamos,El Salvador,,Sector Público,Fundador
226,1970,,5.0,,,2410000.0,prestamos,Costa Rica,,Sector Privado,Fundador
227,1993,,13.0,,,18290000.0,prestamos,El Salvador,,Sector Privado,Fundador
228,1967,,4.0,,,721300.0,prestamos,Honduras,,Sector Privado,Fundador
229,1994,,3.0,,,46883400.0,prestamos,Guatemala,,Sector Público,Fundador
230,2006,,9.0,,,613265400.0,prestamos,Costa Rica,,Sector Público,Fundador
231,1971,,2.0,,,2600000.0,prestamos,El Salvador,,Sector Público,Fundador
232,2005,,6.0,,,49089300.0,prestamos,Costa Rica,,Sector Privado,Fundador
233,1968,,2.0,,,5767000.0,prestamos,Guatemala,,Sector Público,Fundador
234,1999,,3.0,,,18848000.0,prestamos,Honduras,,Sector Privado,Fundador
235,2018,,3.0,,,283500000.0,prestamos,El Salvador,,Sector Público,Fundador
236,1984,,1.0,,,7600000.0,prestamos,El Salvador,,Sector Público,Fundador
237,2013,,4.0,,,103000000.0,prestamos,Honduras,,Sector Público,Fundador
238,1992,,14.0,,,14705167.0,prestamos,Honduras,,Sector Privado,Fundador
239,1989,,5.0,,,4650000.0,prestamos,Nicaragua,,Sector Público,Fundador
240,1995,,3.0,,,12000000.0,prestamos,Guatemala,,Sector Público,Fundador
241,2000,,2.0,,,52500000.0,prestamos,Guatemala,,Sector Público,Fundador
242,2011,,4.0,,,64650000.0,prestamos,Guatemala,,Sector Privado,Fundador
243,1991,,8.0,,,54100000.0,prestamos,Honduras,,Sector Público,Fundador
244,1973,,5.0,,,11361000.0,prestamos,Guatemala,,Sector Público,Fundador
245,2024,,3.0,,,476300000.0,prestamos,Honduras,,Sector Público,Fundador
246,1990,,3.0,,,30000000.0,prestamos,Nicaragua,,Sector Público,Fundador
247,1977,,6.0,,,3328000.0,prestamos,Honduras,,Sector Privado,Fundador
248,2019,,2.0,,,640055000.0,prestamos,Costa Rica,,Sector Público,Fundador
249,1982,,3.0,,,36100000.0,prestamos,Guatemala,,Sector Público,Fundador
250,2007,,2.0,,,145000000.0,prestamos,Costa Rica,,Sector Público,Fundador
251,2025,,3.0,,,350000000.0,prestamos,El Salvador,,Sector Público,Fundador
252,2012,,1.0,,,24400000.0,prestamos,Honduras,,Sector Privado,Fundador
253,2022,,1.0,,,50000000.0,prestamos,Cuba,,Sector Público,Extraregional
254,2015,,1.0,,,10000000.0,prestamos,Guatemala,,Sector Privado,Fundador
255,1964,,3.0,,,451500.0,prestamos,El Salvador,,Sector Privado,Fundador
256,2003,,17.0,,,129896660.0,prestamos,Honduras,,Sector Privado,Fundador
257,2002,,10.0,,,79080000.0,prestamos,El Salvador,,Sector Privado,Fundador
258,1975,,3.0,,,18320000.0,prestamos,El Salvador,,Sector Público,Fundador
259,2008,,3.0,,,278000000.0,prestamos,Guatemala,,Sector Público,Fundador
260,1965,,7.0,,,1630467.0,prestamos,Honduras,,Sector Privado,Fundador
261,1981,,4.0,,,5952200.0,prestamos,Honduras,,Sector Privado,Fundador
262,2021,,6.0,,,717766365.18,prestamos,Honduras,,Sector Público,Fundador
263,1963,,2.0,,,349500.0,prestamos,Honduras,,Sector Público,Fundador
264,1969,,11.0,,,2575300.0,prestamos,Honduras,,Sector Privado,Fundador
265,1980,,3.0,,,7480000.0,prestamos,El Salvador,,Sector Privado,Fundador
266,1970,,1.0,,,3021100.0,prestamos,Costa Rica,,Sector Público,Fundador
267,1993,,4.0,,,61819000.0,prestamos,El Salvador,,Sector Público,Fundador
268,1967,,3.0,,,1175680.0,prestamos,Honduras,,Sector Público,Fundador
269,1994,,21.0,,,40951800.0,prestamos,Honduras,,Sector Privado,Fundador
270,1962,,4.0,,,1546000.0,prestamos,El Salvador,,Sector Privado,Fundador
271,1971,,10.0,,,4033000.0,prestamos,Guatemala,,Sector Privado,Fundador
272,2005,,7.0,,,416970508.18,prestamos,Costa Rica,,Sector Público,Fundador
273,1968,,6.0,,,804800.0,prestamos,Honduras,,Sector Privado,Fundador
274,1999,,7.0,,,20500000.0,prestamos,Nicaragua,,Sector Privado,Fundador
275,2020,,4.0,,,615200000.0,prestamos,El Salvador,,Sector Público,Fundador
276,1974,,6.0,,,4815000.0,prestamos,Guatemala,,Sector Privado,Fundador
277,2013,,1.0,,,3000000.0,prestamos,Nicaragua,,Sector Privado,Fundador
278,1992,,9.0,,,75072000.0,prestamos,Honduras,,Sector Público,Fundador
279,1995,,18.0,,,57755000.0,prestamos,Honduras,,Sector Privado,Fundador
280,2000,,5.0,,,34431050.0,prestamos,Honduras,,Sector Privado,Fundador
281,2011,,1.0,,,119400000.0,prestamos,Guatemala,,Sector Público,Fundador
282,1991,,5.0,,,67200000.0,prestamos,Nicaragua,,Sector Público,Fundador
283,1973,,10.0,,,6340800.0,prestamos,Honduras,,Sector Privado,Fundador
284,2024,,1.0,,,130000000.0,prestamos,Nicaragua,,Sector Público,Fundador
285,1977,,8.0,,,16790000.0,prestamos,Honduras,,Sector Público,Fundador
286,1966,,4.0,,,618400.0,prestamos,El Salvador,,Sector Privado,Fundador
287,1982,,1.0,,,500000.0,prestamos,Honduras,,Sector Privado,Fundador
288,2001,,14.0,,,12800000.0,prestamos,El Salvador,,Sector Privado,Fundador
289,1996,,23.0,,,75665700.0,prestamos,Guatemala,,Sector Privado,Fundador
290,2012,,8.0,,,356337976.09000003,prestamos,Honduras,,Sector Público,Fundador
291,1987,,7.0,,,49800000.0,prestamos,El Salvador,,Sector Público,Fundador
292,2015,,2.0,,,370000000.0,prestamos,Guatemala,,Sector Público,Fundador
293,1964,,2.0,,,1271000.0,prestamos,El Salvador,,Sector Público,Fundador
294,2003,,5.0,,,62927243.47,prestamos,Honduras,,Sector Público,Fundador
295,2002,,2.0,,,32500000.0,prestamos,El Salvador,,Sector Público,Fundador
296,2009,,1.0,,,1000000.0,prestamos,El Salvador,,Sector Privado,Fundador
297,2008,,14.0,,,71900000.0,prestamos,Honduras,,Sector Privado,Fundador
298,1965,,8.0,,,1431090.0,prestamos,Honduras,,Sector Público,Fundador
299,1981,,9.0,,,29969350.0,prestamos,Honduras,,Sector Público,Fundador
300,2021,,1.0,,,8000000.0,prestamos,Nicaragua,,Sector Privado,Fundador
301,1963,,6.0,,,1044848.5700000001,prestamos,Nicaragua,,Sector Privado,Fundador
302,1969,,7.0,,,11377600.0,prestamos,Honduras,,Sector Público,Fundador
303,1980,,9.0,,,56237000.0,prestamos,El Salvador,,Sector Público,Fundador
304,1972,,7.0,,,3365950.0,prestamos,Costa Rica,,Sector Privado,Fundador
305,2016,,1.0,,,2125000.0,prestamos,El Salvador,,Sector Privado,Fundador
306,1967,,8.0,,,5547300.0,prestamos,Nicaragua,,Sector Privado,Fundador
307,1994,,7.0,,,34765000.0,prestamos,Honduras,,Sector Público,Fundador
308,1976,,7.0,,,2525000.0,prestamos,El Salvador,,Sector Privado,Fundador
309,1971,,4.0,,,8658000.0,prestamos,Guatemala,,Sector Público,Fundador
310,1979,,3.0,,,2416000.0,prestamos,El Salvador,,Sector Privado,Fundador
311,1968,,7.0,,,10752000.0,prestamos,Honduras,,Sector Público,Fundador
312,2018,,1.0,,,193200000.0,prestamos,Guatemala,,Sector Público,Fundador
313,1974,,5.0,,,10800000.0,prestamos,Guatemala,,Sector Público,Fundador
314,2013,,5.0,,,363545473.0,prestamos,Nicaragua,,Sector Público,Fundador
315,1992,,3.0,,,900000.0,prestamos,Nicaragua,,Sector Privado,Fundador
316,1995,,3.0,,,8000000.0,prestamos,Honduras,,Sector Público,Fundador
317,2000,,1.0,,,1500000.0,prestamos,Honduras,,Sector Público,Fundador
318,2011,,5.0,,,392236000.0,prestamos,Honduras,,Sector Público,Fundador
319,1973,,4.0,,,12940000.0,prestamos,Honduras,,Sector Público,Fundador
320,2024,,1.0,,,240000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
321,1977,,4.0,,,7800000.0,prestamos,Nicaragua,,Sector Privado,Fundador
322,1966,,5.0,,,6040000.0,prestamos,El Salvador,,Sector Público,Fundador
323,1982,,6.0,,,40294000.0,prestamos,Honduras,,Sector Público,Fundador
324,2001,,3.0,,,217400000.0,prestamos,El Salvador,,Sector Público,Fundador
325,1996,,3.0,,,130971000.0,prestamos,Guatemala,,Sector Público,Fundador
326,2012,,5.0,,,253044054.79,prestamos,Nicaragua,,Sector Público,Fundador
327,2022,,1.0,,,60000000.0,prestamos,El Salvador,,Sector Privado,Fundador
328,2015,,2.0,,,46000000.0,prestamos,Honduras,,Sector Privado,Fundador
329,2017,,1.0,,,61306842.25,prestamos,El Salvador,,Sector Privado,Fundador
330,2003,,14.0,,,42905100.0,prestamos,Nicaragua,,Sector Privado,Fundador
331,2014,,3.0,,,14250000.0,prestamos,El Salvador,,Sector Privado,Fundador
332,2009,,2.0,,,293433870.0,prestamos,El Salvador,,Sector Público,Fundador
333,2008,,5.0,,,202006000.0,prestamos,Honduras,,Sector Público,Fundador
334,1965,,6.0,,,3942000.0,prestamos,Nicaragua,,Sector Privado,Fundador
335,1981,,1.0,,,4400000.0,prestamos,Nicaragua,,Sector Privado,Fundador
336,2021,,7.0,,,804903013.99,prestamos,Nicaragua,,Sector Público,Fundador
337,1969,,8.0,,,1015356.0,prestamos,Nicaragua,,Sector Privado,Fundador
338,1978,,4.0,,,1700000.0,prestamos,Guatemala,,Sector Privado,Fundador
339,1972,,8.0,,,13976200.0,prestamos,Costa Rica,,Sector Público,Fundador
340,2016,,4.0,,,383647251.84000003,prestamos,El Salvador,,Sector Público,Fundador
341,1967,,3.0,,,4291000.0,prestamos,Nicaragua,,Sector Público,Fundador
342,1994,,12.0,,,19003900.0,prestamos,Nicaragua,,Sector Privado,Fundador
343,1976,,2.0,,,15300000.0,prestamos,El Salvador,,Sector Público,Fundador
344,1983,,1.0,,,6900000.0,prestamos,Guatemala,,Sector Público,Fundador
345,1979,,6.0,,,41850000.0,prestamos,El Salvador,,Sector Público,Fundador
346,1968,,3.0,,,534714.0,prestamos,Nicaragua,,Sector Privado,Fundador
347,2020,,1.0,,,1500000.0,prestamos,Guatemala,,Sector Privado,Fundador
348,1984,,1.0,,,1200000.0,prestamos,Guatemala,,Sector Público,Fundador
349,2013,,1.0,,,10000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
350,1992,,9.0,,,63977012.0,prestamos,Nicaragua,,Sector Público,Fundador
351,1995,,4.0,,,7875000.0,prestamos,Nicaragua,,Sector Privado,Fundador
352,2000,,6.0,,,15100000.0,prestamos,Nicaragua,,Sector Privado,Fundador
353,2011,,2.0,,,72200000.0,prestamos,Nicaragua,,Sector Privado,Fundador
354,1973,,7.0,,,1570671.0,prestamos,Nicaragua,,Sector Privado,Fundador
355,2024,,1.0,,,100000000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
356,1977,,8.0,,,20210000.0,prestamos,Nicaragua,,Sector Público,Fundador
357,2004,,12.0,,,67500000.0,prestamos,El Salvador,,Sector Privado,Fundador
358,1982,,4.0,,,19700000.0,prestamos,Nicaragua,,Sector Público,Fundador
359,2007,,8.0,,,120215000.0,prestamos,El Salvador,,Sector Privado,Fundador
360,2025,,1.0,,,15000000.0,prestamos,Guatemala,,Sector Privado,Fundador
361,2022,,5.0,,,836000000.0,prestamos,El Salvador,,Sector Público,Fundador
362,2015,,2.0,,,212300000.0,prestamos,Honduras,,Sector Público,Fundador
363,2017,,2.0,,,246000000.0,prestamos,El Salvador,,Sector Público,Fundador
364,2003,,4.0,,,21790000.0,prestamos,Nicaragua,,Sector Público,Fundador
365,2014,,5.0,,,296887500.0,prestamos,El Salvador,,Sector Público,Fundador
366,1975,,6.0,,,11110000.0,prestamos,Guatemala,,Sector Privado,Fundador
367,2008,,12.0,,,107150000.0,prestamos,Nicaragua,,Sector Privado,Fundador
368,1965,,1.0,,,2000000.0,prestamos,Nicaragua,,Sector Público,Fundador
369,1981,,6.0,,,43250000.0,prestamos,Nicaragua,,Sector Público,Fundador
370,2021,,1.0,,,125000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
371,1969,,7.0,,,5720537.0,prestamos,Nicaragua,,Sector Público,Fundador
372,1978,,8.0,,,48790000.0,prestamos,Guatemala,,Sector Público,Fundador
373,2010,,9.0,,,35760000.0,prestamos,Costa Rica,,Sector Privado,Fundador
374,1993,,31.0,,,38556600.0,prestamos,Guatemala,,Sector Privado,Fundador
375,1994,,9.0,,,75129872.0,prestamos,Nicaragua,,Sector Público,Fundador
376,1998,,8.0,,,28900000.0,prestamos,El Salvador,,Sector Privado,Fundador
377,1971,,20.0,,,6223272.0,prestamos,Honduras,,Sector Privado,Fundador
378,1997,,15.0,,,55147400.0,prestamos,El Salvador,,Sector Privado,Fundador
379,1968,,1.0,,,4000000.0,prestamos,Nicaragua,,Sector Público,Fundador
380,2018,,3.0,,,40000000.0,prestamos,Honduras,,Sector Privado,Fundador
381,1974,,13.0,,,6857000.0,prestamos,Honduras,,Sector Privado,Fundador
382,2013,,1.0,,,80200000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
383,1995,,4.0,,,15600000.0,prestamos,Nicaragua,,Sector Público,Fundador
384,2011,,5.0,,,90234985.0,prestamos,Nicaragua,,Sector Público,Fundador
385,1973,,9.0,,,14255857.0,prestamos,Nicaragua,,Sector Público,Fundador
386,2004,,3.0,,,155625000.0,prestamos,El Salvador,,Sector Público,Fundador
387,2007,,7.0,,,351500000.0,prestamos,El Salvador,,Sector Público,Fundador
388,1996,,14.0,,,58400000.0,prestamos,Honduras,,Sector Privado,Fundador
389,1987,,1.0,,,1200000.0,prestamos,Guatemala,,Sector Privado,Fundador
390,2015,,1.0,,,40000000.0,prestamos,Nicaragua,,Sector Privado,Fundador
391,1964,,2.0,,,390000.0,prestamos,Guatemala,,Sector Privado,Fundador
392,2002,,9.0,,,104054179.0,prestamos,Guatemala,,Sector Privado,Fundador
393,1975,,5.0,,,16140000.0,prestamos,Guatemala,,Sector Público,Fundador
394,2008,,4.0,,,161893879.0,prestamos,Nicaragua,,Sector Público,Fundador
395,2021,,2.0,,,410000000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
396,1980,,3.0,,,8200000.0,prestamos,Guatemala,,Sector Privado,Fundador
397,2010,,3.0,,,182693958.0,prestamos,Costa Rica,,Sector Público,Fundador
398,1993,,3.0,,,70800000.0,prestamos,Guatemala,,Sector Público,Fundador
399,1998,,3.0,,,177771000.0,prestamos,El Salvador,,Sector Público,Fundador
400,1971,,5.0,,,3475000.0,prestamos,Honduras,,Sector Público,Fundador
401,1997,,3.0,,,106908000.0,prestamos,El Salvador,,Sector Público,Fundador
402,2018,,1.0,,,44262590.7,prestamos,Honduras,,Sector Público,Fundador
403,1974,,11.0,,,16355000.0,prestamos,Honduras,,Sector Público,Fundador
404,2011,,1.0,,,25000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
405,2019,,1.0,,,45000000.0,prestamos,El Salvador,,Sector Privado,Fundador
406,2001,,3.0,,,29300000.0,prestamos,Guatemala,,Sector Privado,Fundador
407,1996,,1.0,,,15910000.0,prestamos,Honduras,,Sector Público,Fundador
408,1987,,5.0,,,26620000.0,prestamos,Guatemala,,Sector Público,Fundador
409,2015,,4.0,,,156016547.10000002,prestamos,Nicaragua,,Sector Público,Fundador
410,1964,,1.0,,,20000.0,prestamos,Guatemala,,Sector Público,Fundador
411,2002,,2.0,,,40467835.0,prestamos,Guatemala,,Sector Público,Fundador
412,2009,,4.0,,,2594200.0,prestamos,Guatemala,,Sector Privado,Fundador
413,2008,,1.0,,,30100000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
414,1980,,8.0,,,33640000.0,prestamos,Guatemala,,Sector Público,Fundador
415,2023,,3.0,,,1000000000.0,prestamos,Costa Rica,,Sector Público,Fundador
416,2016,,1.0,,,300000000.0,prestamos,Guatemala,,Sector Público,Fundador
417,2006,,21.0,,,158210440.0,prestamos,El Salvador,,Sector Privado,Fundador
418,1983,,3.0,,,7560000.0,prestamos,Honduras,,Sector Público,Fundador
419,2005,,13.0,,,43850000.0,prestamos,El Salvador,,Sector Privado,Fundador
420,2020,,4.0,,,111718430.0,prestamos,Honduras,,Sector Privado,Fundador
421,1984,,2.0,,,14100000.0,prestamos,Honduras,,Sector Público,Fundador
422,2019,,5.0,,,531162715.48,prestamos,El Salvador,,Sector Público,Fundador
423,2001,,4.0,,,97651252.0,prestamos,Guatemala,,Sector Público,Fundador
424,2025,,1.0,,,165000000.0,prestamos,Honduras,,Sector Público,Fundador
425,2022,,1.0,,,100000000.0,prestamos,Guatemala,,Sector Privado,Fundador
426,2015,,1.0,,,20000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
427,2017,,2.0,,,37000000.0,prestamos,Guatemala,,Sector Privado,Fundador
428,2014,,3.0,,,56607000.0,prestamos,Guatemala,,Sector Privado,Fundador
429,2009,,3.0,,,143121400.0,prestamos,Guatemala,,Sector Público,Fundador
430,1978,,3.0,,,3250000.0,prestamos,Honduras,,Sector Privado,Fundador
431,1970,,6.0,,,5478600.0,prestamos,El Salvador,,Sector Privado,Fundador
432,1993,,13.0,,,11487100.0,prestamos,Honduras,,Sector Privado,Fundador
433,2006,,3.0,,,275000000.0,prestamos,El Salvador,,Sector Público,Fundador
434,1971,,8.0,,,2825000.0,prestamos,Nicaragua,,Sector Privado,Fundador
435,2005,,5.0,,,232528347.75,prestamos,El Salvador,,Sector Público,Fundador
436,2020,,6.0,,,846779622.95,prestamos,Honduras,,Sector Público,Fundador
437,1974,,3.0,,,2800000.0,prestamos,Nicaragua,,Sector Privado,Fundador
438,1966,,14.0,,,4211080.0,prestamos,Guatemala,,Sector Privado,Fundador
439,2007,,19.0,,,567905000.0,prestamos,Guatemala,,Sector Privado,Fundador
440,1996,,11.0,,,11737565.0,prestamos,Nicaragua,,Sector Privado,Fundador
441,2022,,1.0,,,170000000.0,prestamos,Guatemala,,Sector Público,Fundador
442,2015,,1.0,,,200000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
443,2017,,1.0,,,100000000.0,prestamos,Guatemala,,Sector Público,Fundador
444,2014,,1.0,,,250000000.0,prestamos,Guatemala,,Sector Público,Fundador
445,1975,,18.0,,,19215089.0,prestamos,Honduras,,Sector Privado,Fundador
446,1978,,8.0,,,28080000.0,prestamos,Honduras,,Sector Público,Fundador
447,1970,,4.0,,,2397000.0,prestamos,El Salvador,,Sector Público,Fundador
448,1993,,9.0,,,86941000.0,prestamos,Honduras,,Sector Público,Fundador
449,1962,,2.0,,,190000.0,prestamos,Guatemala,,Sector Privado,Fundador
450,1971,,10.0,,,11077486.0,prestamos,Nicaragua,,Sector Público,Fundador
451,1979,,5.0,,,2250000.0,prestamos,Guatemala,,Sector Privado,Fundador
452,2018,,3.0,,,365114696.0,prestamos,Nicaragua,,Sector Público,Fundador
453,1974,,12.0,,,22287000.0,prestamos,Nicaragua,,Sector Público,Fundador
454,1966,,2.0,,,4352000.0,prestamos,Guatemala,,Sector Público,Fundador
455,2001,,5.0,,,8795064.0,prestamos,Honduras,,Sector Privado,Fundador
456,2025,,1.0,,,75000000.0,prestamos,Panamá,,Sector Público,Regional No Fundador
457,1987,,8.0,,,30478300.0,prestamos,Honduras,,Sector Público,Fundador
458,1964,,3.0,,,653000.0,prestamos,Honduras,,Sector Privado,Fundador
459,2002,,3.0,,,15800000.0,prestamos,Honduras,,Sector Privado,Fundador
460,1975,,10.0,,,26194000.0,prestamos,Honduras,,Sector Público,Fundador
461,1980,,6.0,,,5642500.0,prestamos,Honduras,,Sector Privado,Fundador
462,1972,,2.0,,,301360.0,prestamos,El Salvador,,Sector Privado,Fundador
463,2016,,1.0,,,40000000.0,prestamos,Honduras,,Sector Privado,Fundador
464,1976,,4.0,,,6050000.0,prestamos,Guatemala,,Sector Privado,Fundador
465,1983,,3.0,,,13280000.0,prestamos,Nicaragua,,Sector Público,Fundador
466,1979,,1.0,,,8100000.0,prestamos,Guatemala,,Sector Público,Fundador
467,2020,,4.0,,,698696935.0,prestamos,Nicaragua,,Sector Público,Fundador
468,2004,,7.0,,,31125000.0,prestamos,Guatemala,,Sector Privado,Fundador
469,2001,,5.0,,,37425000.0,prestamos,Honduras,,Sector Público,Fundador
470,2025,,1.0,,,37187479.0,prestamos,Regional,,Sector Público,Desconocido
471,2022,,1.0,,,15000000.0,prestamos,Honduras,,Sector Privado,Fundador
472,1964,,2.0,,,654000.0,prestamos,Honduras,,Sector Público,Fundador
473,2002,,3.0,,,25912285.0,prestamos,Honduras,,Sector Público,Fundador
474,2009,,2.0,,,5500000.0,prestamos,Honduras,,Sector Privado,Fundador
475,1980,,7.0,,,39000000.0,prestamos,Honduras,,Sector Público,Fundador
476,1972,,4.0,,,6730000.0,prestamos,El Salvador,,Sector Público,Fundador
477,2016,,2.0,,,62182437.78,prestamos,Honduras,,Sector Público,Fundador
478,1976,,5.0,,,27120000.0,prestamos,Guatemala,,Sector Público,Fundador
479,1997,,13.0,,,41337000.0,prestamos,Guatemala,,Sector Privado,Fundador
480,2018,,3.0,,,141000000.0,prestamos,Panamá,,Sector Privado,Regional No Fundador
481,2004,,2.0,,,57635000.0,prestamos,Guatemala,,Sector Público,Fundador
482,2007,,22.0,,,86852100.0,prestamos,Honduras,,Sector Privado,Fundador
483,2025,,1.0,,,80900000.0,prestamos,República Dominicana,,Sector Público,Regional No Fundador
484,2022,,2.0,,,470000000.0,prestamos,Honduras,,Sector Público,Fundador
485,2017,,1.0,,,30472000.0,prestamos,Honduras,,Sector Privado,Fundador
486,2014,,4.0,,,88700000.0,prestamos,Honduras,,Sector Privado,Fundador
487,2009,,1.0,,,90000000.0,prestamos,Honduras,,Sector Público,Fundador
